Stock No.,Institution name,Genus,Species,Division,Class,Synonym,Place name,Habitats,Details of habitat,Details on the freshwater environment,Details on the marine environment,State of algal and cyanobacterial strain,Preservation state,Cryopreservation,Environmental characteristics,Physiological and ecological characteristics,"Other characteristics
"
NIES-3640,National Institute for Environmental Studies,Gloeomonas,anomalipyrenoides,Chlorophyta,Chlorophyceae,,"Lake Hakkaku,",,,Lake,,Unialgal; Clonal; Axenic[2017 Dec],Subculture,Uncertain,,Planktonic,"
"
NIES-3641,National Institute for Environmental Studies,Gloeomonas,anomalipyrenoides,Chlorophyta,Chlorophyceae,,"Lake Grienericksee nearby Rheinsberg Palace,",,,Lake,,Unialgal; Clonal; Axenic[2017 Dec],Subculture,Uncertain,,Planktonic,"derived from 97-0808-G-2 (Nakada et al. 2015)
"
NIES-3642,National Institute for Environmental Studies,Gloeomonas,anomalipyrenoides,Chlorophyta,Chlorophyceae,,"Lake Grienericksee nearby Rheinsberg Palace,",,,Lake,,Unialgal; Clonal; Axenic[2017 Dec],Subculture,Uncertain,,Planktonic,"Stigma-less mutant derived from 97-0808-G-2 (Nakada et al. 2015)
"
NIES-3643,National Institute for Environmental Studies,Oogamochlamys,sp.,Chlorophyta,Chlorophyceae,,"Experimental farm attached to the Faculty of Agriculture, Yamaguchi University,",,Mesotrophic,Reservoir,,Unialgal; Non-axenic,Cryopreservation,Uncertain,,Unsaturated fatty acids production (Fujii et al. 2014),"
"
NIES-3644,National Institute for Environmental Studies,Oogamochlamys,sp.,Chlorophyta,Chlorophyceae,,"Experimental farm attached to the Faculty of Agriculture, Yamaguchi University,",,Mesotrophic,Reservoir,,Unialgal; Non-axenic,Cryopreservation,Uncertain,,Unsaturated fatty acids production (Fujii et al. 2014),"
"
NIES-3645,National Institute for Environmental Studies,Cyanophora,cuspidata,Glaucophyta,Glaucophyceae,,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,Phototaxis,"Authentic strain (Takahashi et al. 2014)
"
NIES-3646,National Institute for Environmental Studies,Closterium,moniliferum,Streptophyta,Zygnematophyceae,Lunulina monilifera Bory 1824,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,,"Parthenospore-forming
"
NIES-3647,National Institute for Environmental Studies,Suigetsumonas,clinomigrationis,Stramenopila incertae sedis,Placididea,,"Lake Suigetsu (Depth -7m),",,Eutrophic; Depth(-7m),,Lake,Mixed (Arcobacter sp. cc01 as food),Subculture,Uncertain,,,"Phagotrophic; Halophilic; Facultative anaerobic; Authentic strain (Okamura et al. 2015)
"
NIES-3649,National Institute for Environmental Studies,Gymnoxanthella,radiolariae,Dinophyta,Dinophyceae,,East China Sea,,Surface,,Pelagic,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Symbiotic (protozoa),"Authentic strain (Yuasa et al. 2016)
"
NIES-3652,National Institute for Environmental Studies,Chrysochromulina,sp.,Haptophyta,Prymnesiophyceae,,"Sendai Bay,",,,,Coastal,Unialgal; Non-clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-3653,National Institute for Environmental Studies,Emiliania,huxleyi,Haptophyta,Prymnesiophyceae,Pontosphaera huxleyi Lohmann 1902; Hymenomonas huxleyi (Lohmann) Kamptner 1930; Coccolithus huxleyi (Lohmann) Kamptner 1943; Gephyrocapsa huxleyi (Lohmann) Reinhardt 1972; Gephyrocapsa huxleyi P.Reinhardt 1972,Pacific Ocean (Depth -5200m),,Depth(-5200m),,Pelagic,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Planktonic,"
"
NIES-3654,National Institute for Environmental Studies,Emiliania,huxleyi,Haptophyta,Prymnesiophyceae,Pontosphaera huxleyi Lohmann 1902; Hymenomonas huxleyi (Lohmann) Kamptner 1930; Coccolithus huxleyi (Lohmann) Kamptner 1943; Gephyrocapsa huxleyi (Lohmann) Reinhardt 1972; Gephyrocapsa huxleyi P.Reinhardt 1972,"Sendai Bay,",,,,Coastal,Unialgal; Clonal; Non-axenic; Coccolith(-)[2021 Nov],Subculture,Uncertain,,Planktonic,"
"
NIES-3656,National Institute for Environmental Studies,Pavlova,sp.,Haptophyta,Pavlovophyceae,,"Sendai Bay,",,,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-3657,National Institute for Environmental Studies,Bathycoccus,prasinos,Chlorophyta,Mamiellophyceae,,"Sendai Bay,",,,,Coastal,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3667,National Institute for Environmental Studies,Chloropicon,roscoffensis,Chlorophyta,Chloropicophyceae,,"Sendai Bay,",,,,Coastal,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Clade VIIA4 (Lopes dos Santos et al. 2017)
"
NIES-3668,National Institute for Environmental Studies,Chloropicon,roscoffensis,Chlorophyta,Chloropicophyceae,,"Sendai Bay,",,,,Close to river mouth,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Clade VIIA4 (Lopes dos Santos et al. 2017)
"
NIES-3669,National Institute for Environmental Studies,Chloroparvula,pacifica,Chlorophyta,Chloropicophyceae,,Pacific Ocean (Oyashio region) (Depth -2950m),,Depth(-2950m),,Pelagic,Unialgal; Clonal; Axenic[2020 Dec],Subculture,Uncertain,,,"Genome decoded strain (Turmel et al. 2019); Authentic strain (Lopes dos Santos et al. 2017); Clade VIIB1
"
NIES-3670,National Institute for Environmental Studies,Chloropicon,roscoffensis,Chlorophyta,Chloropicophyceae,,Pacific Ocean (Oyashio region) (Depth -2950m),,Depth(-2950m),,Pelagic,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Clade VIIA4 (Lopes dos Santos et al. 2017)
"
NIES-3671,National Institute for Environmental Studies,Chloropicon,sieburthii,Chlorophyta,Chloropicophyceae,,the western North Pacific Ocean,,Oligotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"Clade VIIA3 (Lopes dos Santos et al. 2017)
"
NIES-3675,National Institute for Environmental Studies,Picochlorum,maculatum,Chlorophyta,Trebouxiophyceae,Nannochloris maculata Butcher,"Sendai Bay,",,,,Coastal,Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3676,National Institute for Environmental Studies,Nannochloris,sp.,Chlorophyta,Trebouxiophyceae,,"Sendai Bay,",,,,Close to river mouth,Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3677,National Institute for Environmental Studies,Nannochloris,sp.,Chlorophyta,Trebouxiophyceae,,"Sendai Bay,",,,,Close to river mouth,Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3678,National Institute for Environmental Studies,Nannochloris,sp.,Chlorophyta,Trebouxiophyceae,,"Sendai Bay,",,,,Close to river mouth,Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3699,National Institute for Environmental Studies,Triparma,laevis,Heterokontophyta,Bolidophyceae,,Pacific Ocean (Oyashio region)  (Depth -50m),,Depth(-50m),,Pelagic,Unialgal; Non-clonal; Axenic[2021 Jun],Subculture,Uncertain,,,"Siliceous, Non-flagellated stage[2018 May]
"
NIES-3700,National Institute for Environmental Studies,Triparma,verrucosa,Heterokontophyta,Bolidophyceae,,Pacific Ocean (Oyashio region) (Depth -50m),,Depth(-50m),,Pelagic,Unialgal; Non-clonal; Axenic[2021 Jun],Subculture,Uncertain,,,"Siliceous, Non-flagellated stage[2018 May]
"
NIES-3701,National Institute for Environmental Studies,Triparma,strigata,Heterokontophyta,Bolidophyceae,,Pacific Ocean (Oyashio region) (Depth -50m),,Depth(-50m),,Pelagic,Unialgal; Non-clonal; Axenic[2021 Jun],Subculture,Uncertain,,,"Siliceous, Non-flagellated stage[2018 May]
"
NIES-3702,National Institute for Environmental Studies,Dangeardinia,metastigma,Chlorophyta,Chlorophyceae,Chlamydomonas metastigma F.Stein; Dangeardia metastigma (FStein) Bougon,,,,Pond,,Unialgal; Clonal; Axenic[2018 Feb],Subculture,Uncertain,,,"Authentic strain, Epitype (Nakada et al. 2016)
"
NIES-3703,National Institute for Environmental Studies,Dangeardinia,pseudopertusa,Chlorophyta,Chlorophyceae,,"Shinobazu-no-ike Pond, Ueno Park,",,,Pond,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,,"Authentic strain (Nakada et al. 2016); Type specimen (NIES-50011, Epitype)
"
NIES-3704,National Institute for Environmental Studies,Rhysamphichloris,curta,Chlorophyta,Chlorophyceae,Chlamydomonas similis var. curta J.H.Belcher 1964,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,,"
"
NIES-3705,National Institute for Environmental Studies,Rhysamphichloris,curta,Chlorophyta,Chlorophyceae,Chlamydomonas similis var. curta J.H.Belcher 1964,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,,"Authentic strain (Nakada et al. 2016); Type specimen (NIES-50012, Epitype)
"
NIES-3706,National Institute for Environmental Studies,Ixipapillifera,pauromitos,Chlorophyta,Chlorophyceae,,"Hojo-ike Pond,",,,Reservoir,,Unialgal; Clonal; Axenic[2018 Jan],Cryopreservation,Uncertain,,,"
"
NIES-3707,National Institute for Environmental Studies,Ixipapillifera,pauromitos,Chlorophyta,Chlorophyceae,,,,,Rice field,,Unialgal; Clonal; Axenic[2018 Jan],Cryopreservation,Uncertain,,,"Authentic strain (Nakada et al. 2016); Type specimen (NIES-50010, Holotype)
"
NIES-3708,National Institute for Environmental Studies,Geminocystis,sp.,Cyanophyta,Cyanophyceae,,"Mimomi Hongo Park,",,Mesotrophic,Lake,,Unialgal; Clonal; Axenic[2018 Mar],Cryopreservation,Uncertain,,Phototaxis; chromatic adaptation,"Genome decoded strain (Hirose et al. 2015a)
"
NIES-3709,National Institute for Environmental Studies,Geminocystis,sp.,Cyanophyta,Cyanophyceae,,"Mimomi Hongo Park,",,Mesotrophic,Lake,,Unialgal; Clonal; Axenic[2015 Mar],Cryopreservation,Uncertain,,Phototaxis; chromatic adaptation,"Genome decoded strain (Hirose et al. 2015a)
"
NIES-3710,National Institute for Environmental Studies,Chaetoceros,debilis,Heterokontophyta,Bacillariophyceae,,"off Shiotsuka River, Ariake Sea,",,Surface,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,Red tide,,"Resting spore-forming; The virus which infects with this diatom strain has been reported (Tomaru, Y. et al.  2008).
"
NIES-3711,National Institute for Environmental Studies,Chaetoceros,lorenzianus,Heterokontophyta,Bacillariophyceae,,"Itsukaichi Fishing Port, Hiroshima Bay,",,Surface,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Tomaru et al.  2011).
"
NIES-3712,National Institute for Environmental Studies,Chaetoceros,setoensis,Heterokontophyta,Bacillariophyceae,,"Itsukaichi Fishing Port, Hiroshima Bay,",,Surface,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Tomaru et al.  2013).
"
NIES-3713,National Institute for Environmental Studies,Chaetoceros,socialis,Heterokontophyta,Bacillariophyceae,,"Itsukaichi Fishing Port, Hiroshima Bay,",,Surface,,Coastal,Unialgal; Clonal; Axenic[2018 Feb],Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Tomaru et al.  2009).
"
NIES-3714,National Institute for Environmental Studies,Chaetoceros,tenuissimus,Heterokontophyta,Bacillariophyceae,,"Ohno-Seto, Seto Inland Sea,",,Surface,,Coastal,Unialgal; Clonal; Axenic[2018 Feb],Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Tomaru et al.  2010).
"
NIES-3715,National Institute for Environmental Studies,Chaetoceros,tenuissimus,Heterokontophyta,Bacillariophyceae,,"off Maikohama, Harima-nada, Seto Inland Sea,",,Surface,,Coastal,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Shirai et al.  2008).
"
NIES-3716,National Institute for Environmental Studies,Chaetoceros,sp.,Heterokontophyta,Bacillariophyceae,,"Tachigami-Ura, Ago Bay,",,Surface,,Coastal,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Tomaru et al.  2012).
"
NIES-3717,National Institute for Environmental Studies,Chaetoceros,sp.,Heterokontophyta,Bacillariophyceae,,"Ohno-Seto, Seto Inland Sea,",,Surface,,Coastal,Unialgal; Clonal; Axenic[2018 Feb],Subculture,Uncertain,Red tide,,"Genome decoded strain (Hongo et al. 2021); The virus which infects with this diatom strain has been reported (Tomaru et al.  2013).
"
NIES-3718,National Institute for Environmental Studies,Chaetoceros,sp.,Heterokontophyta,Bacillariophyceae,,"Ohno-Seto, Seto Inland Sea,",,Surface,,Coastal,Unialgal; Clonal; Axenic[2018 Feb],Subculture,Uncertain,Red tide,,"The virus which infects with this diatom strain has been reported (Kimura et al.  2013).
"
NIES-3719,National Institute for Environmental Studies,Coleochaete,nitellarum,Streptophyta,Coleochaetophyceae,Coleochaete irregularis var. nitellarum (Jost) Teodoresco 1907,,,Mesotrophic,,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,Epiphytic,"
"
NIES-3722,National Institute for Environmental Studies,Angulamoeba,microcystivorans,Amoebozoa,Variosea,,"Westveld Pond,",,Eutrophic; Surface,Pond,,Mixed (Microcystis aeruginosa NIES-3730 as food),Subculture,Uncertain,Predator of water bloom?forming species,Phagotrophic; Planktonic; Epiphytic,"Authentic strain (Berney et al. 2015); Resting spore-forming
"
NIES-3723,National Institute for Environmental Studies,Copromyxa,microcystidis,Amoebozoa,Tubulinea,,,,Eutrophic; Surface,Mesocosm,,Mixed (Microcystis aeruginosa NIES-3730 as food),Subculture,Uncertain,Predator of water bloom?forming species,Phagotrophic; Planktonic; Epiphytic,"Authentic strain (Van Wichelen et al. 2016); Resting spore-forming
"
NIES-3725,National Institute for Environmental Studies,Korotnevella,jeppesenii,Amoebozoa,Discosea,,"Drie vijvers Pond,",,Eutrophic; Surface,Pond,,Mixed (Microcystis aeruginosa NIES-3730 as food),Subculture,Uncertain,Predator of water bloom?forming species,Phagotrophic; Planktonic; Epiphytic,"Authentic strain (Van Wichelen et al. 2016)
"
NIES-3726,National Institute for Environmental Studies,Korotnevella,pelagolacustris,Amoebozoa,Discosea,,"Westveld Pond,",,Eutrophic; Surface,Pond,,Mixed (Microcystis aeruginosa NIES-3730 as food),Subculture,Uncertain,Predator of water bloom?forming species,Phagotrophic; Planktonic; Epiphytic,"Authentic strain (Van Wichelen et al. 2016); Resting spore-forming
"
NIES-3729,National Institute for Environmental Studies,Vexillifera,westveldii,Amoebozoa,Discosea,,"Westveld Pond,",,Eutrophic; Surface,Pond,,Mixed (Microcystis aeruginosa NIES-3730 as food),Subculture,Uncertain,Predator of water bloom?forming species,Phagotrophic; Planktonic; Epiphytic,"Authentic strain (Van Wichelen et al. 2016)
"
NIES-3730,National Institute for Environmental Studies,Microcystis,aeruginosa,Cyanophyta,Cyanophyceae,Microcystis ichthyoblabe K?tzing; Microcystis novacekii (Kom?rek) Comp?re; Microcystis viridis (A.Brown) Lemmermann; Microcystis wesenbergii Kom?rek,"Westveld Pond,",,Eutrophic; Surface,Pond,,Unialgal; Non-axenic,Cryopreservation,Uncertain,Cyanobacterial water bloom (aoko),,"
"
NIES-3731,National Institute for Environmental Studies,Aphanizomenon,sp.,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,Cyanobacterial water bloom (aoko); Toxicity; anatoxin-a,,"
"
NIES-3732,National Institute for Environmental Studies,Aphanizomenon,sp.,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-3733,National Institute for Environmental Studies,Cuspidothrix,issatschenkoi,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3734,National Institute for Environmental Studies,Raphidiopsis,raciborskii,Cyanophyta,Cyanophyceae,Anabaena raciborskii Wo?oszy?ska 1912; Cylindrospermopsis raciborskii (Wo?oszy?ska) Seenayya & Subba Raju 1972,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,Cyanobacterial water bloom (aoko),,"
"
NIES-3735,National Institute for Environmental Studies,Limnothrix,sp.,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3736,National Institute for Environmental Studies,Planktothrix,suspensa,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3738,National Institute for Environmental Studies,Pseudanabaena,sp.,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3739,National Institute for Environmental Studies,Sphaerospermopsis,aphanizomenoides,Cyanophyta,Cyanophyceae,Anabaena aphanizomenoides Forti 1911; Aphanizomenon aphanizomenoides (Forti) Hortob?gyi & Kom?rek 1979; Sphaerospermum aphanizomenoides (Forti) Zapomelov? et al. 2009,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,,"
"
NIES-3740,National Institute for Environmental Studies,Unidentified cyanobacterium,,Cyanophyta,Cyanophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3741,National Institute for Environmental Studies,Chlorella,sp.,Chlorophyta,Trebouxiophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Axenic[2017 May],Cryopreservation,Uncertain,,,"
"
NIES-3742,National Institute for Environmental Studies,Mychonastes,sp.,Chlorophyta,Chlorophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3743,National Institute for Environmental Studies,Mychonastes,sp.,Chlorophyta,Chlorophyceae,,"Lake Kasumigaura,",,Eutrophic,Lake,,Unialgal; Clonal; Non-axenic,Cryopreservation,Uncertain,,,"
"
NIES-3744,National Institute for Environmental Studies,Dunaliella ,sp.,Chlorophyta,Chlorophyceae,,Lake Funazoko-ike ,,Surface,,Lagoon,Unialgal; Non-clonal; Non-axenic,Subculture,Uncertain,Water bloom,,"Halophilic
"
NIES-3745,National Institute for Environmental Studies,Euglena,anabaena,Euglenozoa,Euglenophyceae,,"Fujigaoka Park,",,Eutrophic,Small pond,,Unialgal; Clonal; Axenic[2018 Jan],Subculture,Uncertain,,,"
"
NIES-3746,National Institute for Environmental Studies,Protosiphon,botryoides,Chlorophyta,Chlorophyceae,Protococcus botryoides K?tzing,"Mt. Shinnyuzan,",,,Snow,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,Soil algae,"Resting spore-forming
"
NIES-3747,National Institute for Environmental Studies,Protosiphon,botryoides,Chlorophyta,Chlorophyceae,Protococcus botryoides K?tzing,,,Soil,Soil,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,Soil algae,"Resting spore-forming
"
NIES-3748,National Institute for Environmental Studies,Chaetopeltis,orbicularis,Chlorophyta,Chlorophyceae,Heterotypic synonyms; Chaetopeltis minor K.M?bius 1888; Myxochaeta barbata Bohlin 1890; Chaetopeltis megalocystis Schmidle 1897; Polychaetophora lamellosa West & G.S.West 1903; Polychaetophora simplex G.S.West 1908; Diplochaete lamellosa (West & G.S.West) Collins 1909; Chaetopeltis barbata (Bohlin) Wille 1909; Diplochaete simplex (G.S.West) Collins 1909; Oligochaetophora simplex (G.S.West) G.S.West 1911; Chaetopeltis orbicularis f. megalocystis (Schmidle) Heering 1914; Oligochaetophora simplex var. elegans Beck 1931,,,Mesotrophic,Aquarium,,Unialgal; Clonal; Non-axenic[2016 May],Cryopreservation,Uncertain,,Attached; Epiphytic,"
"
NIES-3749,National Institute for Environmental Studies,Pascherina,tetras,Chlorophyta,Chlorophyceae,Pascheriella tetras Korshikov 1928; Archiv fur Protistenkunde:232,,,Surface,Small pond,,Unialgal; Clonal; Axenic[2018 Mar],Subculture,Uncertain,,Phototaxis,"
"
NIES-3750,National Institute for Environmental Studies,Pascherina,tetras,Chlorophyta,Chlorophyceae,Pascheriella tetras Korshikov 1928; Archiv fur Protistenkunde:232,,,Surface,Small pond,,Unialgal; Clonal; Axenic[2018 Mar],Subculture,Uncertain,,Phototaxis,"
"
NIES-3752,National Institute for Environmental Studies,Chloromonas,krienitzii,Chlorophyta,Chlorophyceae,,"Yamagata Prefectural Nature Conservation Park, Mt. Gassan,",,Surface,Snow,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Cryophilic,"
"
NIES-3753,National Institute for Environmental Studies,Chloromonas,krienitzii,Chlorophyta,Chlorophyceae,,"Yamagata Prefectural Nature Conservation Park, Mt. Gassan,",,Surface,Snow,,Unialgal; Clonal; Non-axenic,Subculture,Uncertain,,Cryophilic,"Authentic strain (Matsuzaki et al. 2015)
"
NIES-3754,National Institute for Environmental Studies,Mastigocladus,sp.,Cyanophyta,Cyanophyceae,,"Suwa Shrine,",,Mesotrophic,Hot spring,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,,"Genome decoded strain (Hirose et al. 2016)
"
NIES-3755,National Institute for Environmental Studies,Leptolyngbya,sp.,Cyanophyta,Cyanophyceae,,"Toyohashi University of Technology,",,,Stone wall,,Unialgal; Clonal; Axenic[2017 Dec],Cryopreservation,Uncertain,,,"Genome decoded strain (Hirose et al. 2016)
"
NIES-3756,National Institute for Environmental Studies,Nostoc,sp.,Cyanophyta,Cyanophyceae,,"Mimomi Hongo Park,",,,Watercourse,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,,"Genome decoded strain (Hirose et al. 2016)
"
NIES-3757,National Institute for Environmental Studies,Stanieria,sp.,Cyanophyta,Cyanophyceae,,"Mimomi Hongo Park,",,,Forest floor,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,,"Genome decoded strain
"
NIES-3758,National Institute for Environmental Studies,Synechocystis,sp.,Cyanophyta,Cyanophyceae,,"Yamoto River,",,Mesotrophic,River,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,,"
"
NIES-3759,National Institute for Environmental Studies,Synechocystis,sp.,Cyanophyta,Cyanophyceae,,"Mimomi Hongo Park,",,Mesotrophic,Rice field,,Unialgal; Clonal; Axenic,Cryopreservation,Uncertain,,,"
"
